review_text,rating,len_char,len_word,tokens_clean,clean_text
"Honkai: Star Rail is a masterpiece., it delivers a truly premium RPG experience. Whether you're a Honkai veteran or a newcomer, this game is an unforgettable ride through the stars. for my honest opinion it's incredibly well made for anyone who wants a game that 5 months after playing you won't get enough of it, I love to imagine what happens next after every cliffhanger cutscenes",5,383,66,"['masterpiece', 'delivers', 'truly', 'premium', 'rpg', 'experience', 'whether', 'veteran', 'newcomer', 'game', 'unforgettable', 'ride', 'star', 'honest', 'opinion', 'incredibly', 'well', 'make', 'anyone', 'want', 'game', 'month', 'not', 'get', 'enough', 'love', 'imagine', 'happen', 'next', 'every', 'cliffhanger', 'cutscenes']",masterpiece delivers truly premium rpg experience whether veteran newcomer game unforgettable ride star honest opinion incredibly well make anyone want game month not get enough love imagine happen next every cliffhanger cutscenes
"Absolute garbonzo. Power creep every character release. For any hoyo shill glaze eating dck sucking hoes, try clearing the latest MOC with 1.0 or even 2.0 character line up with f2p or even low spender account even with top 1% artifacts (which i bet you dont have). Im waiting.",1,277,49,"['absolute', 'garbonzo', 'power', 'creep', 'every', 'character', 'release', 'shill', 'glaze', 'eat', 'dck', 'sucking', 'hoe', 'try', 'clear', 'late', 'moc', 'even', 'character', 'line', 'free_to_play', 'even', 'low', 'spender', 'account', 'even', 'top', 'artifact', 'bet', 'not', 'im', 'wait']",absolute garbonzo power creep every character release shill glaze eat dck sucking hoe try clear late moc even character line free_to_play even low spender account even top artifact bet not im wait
rewards sucks,1,13,2,"['reward', 'suck']",reward suck
"Okay, edit time. I took a break and now I'm back and the honkai power creep has happened. Sad.",2,94,19,"['okay', 'edit', 'take', 'break', 'back', 'power', 'creep', 'happen', 'sad']",okay edit take break back power creep happen sad
it is one of the best game I've ever played. with lots of cool characters and lots of other stuff one thing I like is that the high and beautiful graphic that's impresses me a lot I love this game very much 😊,5,208,43,"['one', 'best', 'game', 'ever', 'lot', 'cool', 'character', 'lot', 'stuff', 'one', 'thing', 'like', 'high', 'beautiful', 'graphic', 'impress', 'lot', 'love', 'game', 'much']",one best game ever lot cool character lot stuff one thing like high beautiful graphic impress lot love game much
its a gacha. appeal to the whales and noone else.,1,49,10,"['gacha', 'appeal', 'whale', 'noone', 'else']",gacha appeal whale noone else
Nice they put skip button now,5,29,6,"['nice', 'put', 'skip', 'button']",nice put skip button
what happened to the game? I have a Samsung Galaxy Z fold 3 and can't get past the train.,2,89,19,"['happen', 'game', 'samsung', 'galaxy', 'fold', 'not', 'get', 'past', 'train']",happen game samsung galaxy fold not get past train
"It was a good game in the beginning, but powercreep is here and hp inflation so heroes back then struggle. cause of this I was gonna rate it 2 stars, but when they introduced story skip now it's 4 stars and I get more time!!",4,224,45,"['good', 'game', 'begin', 'powercreep', 'health', 'inflation', 'hero', 'back', 'struggle', 'cause', 'gon', 'na', 'rate', 'star', 'introduce', 'story', 'skip', 'star', 'get']",good game begin powercreep health inflation hero back struggle cause gon na rate star introduce story skip star get
"have been playing since 1.0, it's just perfect for someone who enjoys the story like me. the overall gameplay is nice and easy to learn too!",5,140,26,"['since', 'perfect', 'someone', 'enjoy', 'story', 'like', 'overall', 'gameplay', 'nice', 'easy', 'learn']",since perfect someone enjoy story like overall gameplay nice easy learn
fun but a very very long story quest,5,36,8,"['fun', 'long', 'story', 'quest']",fun long story quest
saw a lot about people having trouble doing the main quest with old units all I have to say is get good skill issue i have no problem and I still use old units.,5,160,34,"['saw', 'lot', 'people', 'trouble', 'main', 'quest', 'old', 'unit', 'say', 'get', 'good', 'skill', 'issue', 'no', 'problem', 'still', 'use', 'old', 'unit']",saw lot people trouble main quest old unit say get good skill issue no problem still use old unit
"It's an OK RPG, it lacks the ability to easily play around with effective team comps and abilities due to the gatcha and heavy investment of in game resources to make any character usable. I'd recommend any other ""classic"" non micro transaction RPG over this.",3,259,45,"['ok', 'rpg', 'lack', 'ability', 'easily', 'around', 'effective', 'team', 'comp', 'ability', 'due', 'gatcha', 'heavy', 'investment', 'game', 'resource', 'make', 'character', 'usable', 'recommend', 'classic', 'non', 'micro', 'transaction', 'rpg']",ok rpg lack ability easily around effective team comp ability due gatcha heavy investment game resource make character usable recommend classic non micro transaction rpg
just got back to the game again. I now understand the bad reviews. This new challenges and events are just quite impossible for my old team to do. it's like the devs really dont want to give the rewards.,1,203,39,"['get', 'back', 'game', 'understand', 'bad', 'review', 'new', 'challenge', 'event', 'quite', 'impossible', 'old', 'team', 'like', 'devs', 'really', 'not', 'want', 'give', 'reward']",get back game understand bad review new challenge event quite impossible old team like devs really not want give reward
I LOVE THIS GAME A LOT.,5,23,6,"['love', 'game', 'lot']",love game lot
I am done with the power creep hp inflation I loved the game because this was the game that got me rlly into gacha now it's dead to me and the game might due in 1.5 yrs from now goodbye old friend but ur my enemy,2,212,46,"['do', 'power', 'creep', 'health', 'inflation', 'love', 'game', 'game', 'get', 'rlly', 'gacha', 'dead', 'game', 'might', 'due', 'yr', 'goodbye', 'old', 'friend', 'ur', 'enemy']",do power creep health inflation love game game get rlly gacha dead game might due yr goodbye old friend ur enemy
effing hp inf,1,13,3,"['eff', 'health', 'inf']",eff health inf
Very nice game,5,14,3,"['nice', 'game']",nice game
why this game suddenly crashed although it used to be nice game,1,63,12,"['game', 'suddenly', 'crash', 'although', 'use', 'nice', 'game']",game suddenly crash although use nice game
"Unfortunately this game went way down hill around 3.0 amphoreus (although the cracks were showing around 2.7) but then anniversary hit and they really just dropped the ball. Going full pay to win with top-up events and global passives on new characters, forcing you to pull new units or you fall behind. Paried with the drop in quality of the story with bloat, lack of VAs and effort compared to 1.0, it's sad to see how hard this game fell off. Good luck to new players with all the power creep!",1,496,91,"['unfortunately', 'game', 'go', 'way', 'hill', 'around', 'amphoreus', 'although', 'crack', 'show', 'around', 'anniversary', 'hit', 'really', 'drop', 'ball', 'go', 'full', 'pay', 'win', 'top', 'event', 'global', 'passives', 'new', 'character', 'force', 'pull', 'new', 'unit', 'fall', 'behind', 'paried', 'drop', 'quality', 'story', 'bloat', 'lack', 'va', 'effort', 'compare', 'sad', 'see', 'hard', 'game', 'fell', 'good', 'luck', 'new', 'power', 'creep']",unfortunately game go way hill around amphoreus although crack show around anniversary hit really drop ball go full pay win top event global passives new character force pull new unit fall behind paried drop quality story bloat lack va effort compare sad see hard game fell good luck new power creep
for losing 50:50 too many times. will delete if my 50:50 win lose ratio is at least 50% in the future >:(,1,105,22,"['lose', '50', '50', 'many', 'time', 'delete', '50', '50', 'win', 'lose', 'ratio', 'least', '50', 'future']",lose 50 50 many time delete 50 50 win lose ratio least 50 future
"The power creep in this game is insane. The good thing is that I'm not playing for the endgame but the characters (Although I quit after the worst story experience in 3.0) I'm not a lore player, I'm just like the characters & want to know more about them. Come back after knowing that I can finally be able to skip useless NPC & characters that I don't care about. As a casual Tall Adult Male/Female Characters collector, this game is more fun than the other games.",5,465,87,"['power', 'creep', 'game', 'insane', 'good', 'thing', 'not', 'endgame', 'character', 'although', 'quit', 'bad', 'story', 'experience', 'not', 'lore', 'like', 'character', 'want', 'know', 'come', 'back', 'know', 'finally', 'able', 'skip', 'useless', 'npc', 'character', 'not', 'care', 'casual', 'tall', 'adult', 'male', 'female', 'character', 'collector', 'game', 'fun']",power creep game insane good thing not endgame character although quit bad story experience not lore like character want know come back know finally able skip useless npc character not care casual tall adult male female character collector game fun
"Very good animation and design character, support many languages, platform. Have many post content forum and guide in HoyoLab app. Just be prepare for F2P player, because the endgame content is hard. Although the recently story is boring.",5,238,38,"['good', 'animation', 'design', 'character', 'support', 'many', 'language', 'platform', 'many', 'post', 'forum', 'guide', 'hoyolab', 'app', 'prepare', 'free_to_play', 'endgame', 'hard', 'although', 'recently', 'story', 'boring']",good animation design character support many language platform many post forum guide hoyolab app prepare free_to_play endgame hard although recently story boring
"This game gives you a gambling addiction, but trust me, it's so worth it (don't spend money on the game unless it's really worth it. I'm in debt..)",5,147,28,"['game', 'give', 'gamble', 'addiction', 'trust', 'worth', 'not', 'spend', 'money', 'game', 'unless', 'really', 'worth', 'debt']",game give gamble addiction trust worth not spend money game unless really worth debt
resources update is crashing. re installing not working,1,55,8,"['resource', 'update', 'crash', 'instal', 'not', 'work']",resource update crash instal not work
